Title,Genre,Rating,Rating Count,Review Data
My Dear Lisa,"Horror, Thriller",0,0,"In a remote locality, A spirit is out to seek revenge. During the run, a lot of deaths happen around. Can the revenge be fulfilled or will the spirit be captured?"
Vingyani,Science Fiction,0,0,
Vattakara,Crime,0,0,"Senthil,  Tharun, Mani , and Madhavan coincidentally meet on one journey and become good friends. To come out of their struggles and personal problems in their life finally, they collaborate with each other and made a plan to rob the Vattakara."
Polama Oorgoolam,Drama,7,1,This movie is inspired by a real-life incident that happened in North Chennai. A veteran football player embarks on a journey to fulfill the desire and dream of his ladylove. The film narrates his experience of his journey comprising many interesting events he encounters on his journey. This journey is filled with some unexpected twists and surprises along with the racy football game moments that will keep the viewers engrossed throughout.
Sivi 2,"Horror, Thriller",0,0,"Police are informed by the parents of their missing children. Hence the police go in search of the students to last located area. There they find the belongings of the students.(cell phones ,cameras). Now are the footage and videos are real?"
Therkathi Veeran,"Action, Drama",0,0,"Saarath, a rich, upright and helpful youth, concerned about the welfare of coastal fishermen of his area, takes care of their problems with his friends. His actions rewards not only the love of his life, but also a long list of enemies.  At one point,Saarath's enemies get together and kill one of his friends and frame him for the murder and implicate the police. Can Saarath able to prove his innocence and recover from the crime of murder?"
Marijuana,Thriller,0,0,"Marijuana is a Tamil movie released on 13 Mar, 2020. The movie is directed by MD Anand and featured Rishi Rithvik, Asha Parithalom and Powerstar Seenivasan as lead characters."
Bestie,"Horror, Thriller",1,1,A couple on a date at a beach resort experiences strange events and the incidents repeat again as they get stuck in a time loop of sorts.
Galatta Ganapathi,,0,0,"Being a cop Ganapathi has troubles getting married. He eventually falls for Nandhini, but his mom demands dowry which results into conflicts. Will Nandhini stand by Ganapathi?"
Thangam,"Action, Drama",0,0,"Thangam, a landlord who loves his sister, is forced to let her marry a man who impregnates her. However, when his sister is killed despite all his sacrifices, he vows to avenge her death."
Super Kudumbam,Comedy,0,0,"Arun pretends to be married in order to get a house for rent. He picks Shanthi, an uncouth slum girl, to act as his wife. Eventually, circumstances change and they get actually married."
Kaadal,,0,0,"Vikram falls in love with different women at various stages of his life and with each experience, he bears the pain and emotions of separation."
Foreign Sarakku,,0,0,Amaran and Harichandran started to show their talent by creating a network called Educated Intellectual Crime Network. They were assigned a mission called Foreign Sarakku which involved kidnapping a rapist-murderer and hide him from the police. Will the mission be successful?
7 ¹/²,"Comedy, Fantasy",0,0,Yeman and chithra guptham coming earth to take one human soul but unfortunately some chain incidents happen and after that they take human soul or what happened next to them
Oru Melisana Kodu,,0,0,"Aamil, a talented yet denied substitute hand-baller decides to prove his talent, amidst all the challenges and subjugation faced due to his peers. Driven by his passion and desire he wants to represent his home team joining the main league and fulfil his wish. Will he succeed?"
Pothanur Thabal Nilayam,"Thriller, Crime",6.5,2,"Praveen, an ambitious entrepreneur, is pushed to race against the clock and find the stolen money within the next 36 hours to save his father’s reputation and his family. Will the family survive this life-threatening situation?"
Appavin Parisu,,0,0,An Electrician in desperation to keep up a promise he made to his son commits an offence at a client's house. The act pushes him into an uncomfortable confrontation where he has to uphold either his dignity or the promise.
Thunikaram,"Crime, Thriller",0,0,A notorious child trafficker gets into an ambulance putting the life of a family at risk. Will the family fight him or succumb to the antagonist's evilness?
Kaari,"Action, Family",0,0,"Kaari revolves around the life of a horse jockey in Chennai and how fate brings him to a small village in Ramanad district, who is about to witness the cruelty of money and power."
Witness,Drama,0,0,"With the world of conservancy workers at its center, Witness presents a never-seen-before view of metropolitan cities and the invisible corridors of power lying underneath them."
The confession of a motor,"Mystery, Drama, Animation",0,0,A motor narrates the events and a murder that happened in its room with its own innocent perception of the world. The film also explores about the duality/double standards of men.
PAPER ROCKETS,"Romance, Mystery",0,0,"A boy gets to interact with an anonymous person who paints his portraits and throws them at him, hiding their identity. The boy forms an affection towards the person and when he finally learns the real identity of the person, it shocks him. What did he do after that is the rest of the story."
TORROT,"Science Fiction, Mystery",0,0,If dreams arrive in sleep where do we arrive in dreams?
Muthal Manithan,Drama,0,0,
My Caste,,0,0,"My Caste is a documentation of the experiences of people coming to learn their own caste at various intersections in their lives.  Victims of caste atrocities from different parts of the state of Tamilnadu share their violations in the hands of police, caste Hindus and men. Some of the stories are brutal, some are subtle and some are psychological and all are violent."
Sandikuthirai,"Drama, Thriller, Comedy",0,0,Few unlawful men threaten to destroy the lives of young students involved in an intimate photograph which later turns into a murder.
Goddesses,Documentary,0,0,Lakshmi is a professional singer and dancer at funerals. Krishnaveni makes her living by burying and cremating unclaimed dead bodies from the rivers and streets. Sethuraku never went to school and instead took to the sea at an early age.
Yaaro,"Thriller, Crime, Mystery",9,1,"John is a loner, who is being framed for a series of murders; himself becomes a target of an unknown murderer who is dangerous and insanely brutal. As the murderer’s presence is felt everywhere, he must accept one of the greatest psychological and physical challenges on his ability to unravel the mystery of murders around him."
Saayam,"Action, Romance",0,0,A realistic take on the issues while talking about downtrodden people in a derogatory manner.
Kathavarayan,"Action, Comedy, Drama",0,0,"Kathavarayan, an illegal liquor dealer, faces trouble when a student, who vows to expose those who flout the laws, gets him arrested."
Game,"Action, Drama",0,0,Raja joins the worker's union and fights for the rights of his fellow employees. He opposes the injustice that his peers are forced to go through by the chairman of their company.
AGP,"Thriller, Mystery",0,0,A girl loses her family to an accident and that leads her to this disorder along with hallucination and depression. Her boyfriend goes missing in a hospital which is all over the news for all the wrong reasons.
Unnai Kann Theduthe,"Romance, Drama",0,0,"When policemen find a corpse in a river with a wedding invitation stuffed in the pocket, they set out to investigate."
Unnai Kann Theduthey,Drama,0,0,The police find a dead body in a river holding on to a 'thaali' and a wedding invitation. They begin an investigation that takes them to a house where wedding preparations are in full swing.
Ambuttu Imbuttu Embuttu,"Comedy, Drama",0,0,
Suyetchai MLA,"Drama, Comedy",0,0,"When Nambirajan's sister's would-be father-in-law insults him and challenges him to amass name and wealth, Nambirajan strives hard to become a powerful politician."
